seq,road_id,edges,road_no,partition
631,677,"[np.float64(677.0), np.float64(677.0)]",54,1
632,678,[np.float64(678.0)],52,0
633,679,[np.float64(679.0)],19,1
634,680,[np.float64(680.0)],17,2
635,681,[np.float64(681.0)],17,2
636,682,[np.float64(682.0)],11,3
637,684,[np.float64(684.0)],10,3
638,685,[np.float64(685.0)],3,3
639,686,[np.float64(686.0)],14,2
640,687,[np.float64(687.0)],14,2
641,688,"[np.float64(688.0), np.float64(688.0)]",57,0
642,689,[np.float64(689.0)],62,0
643,690,[np.float64(690.0)],40,0
644,691,[np.float64(691.0)],40,0
645,692,"[np.float64(692.0), np.float64(692.0)]",68,3
646,693,[np.float64(693.0)],27,3
647,694,[np.float64(694.0)],27,3
648,695,[np.float64(695.0)],37,1
649,696,[np.float64(696.0)],37,1
650,697,[np.float64(697.0)],7,2
651,698,"[np.float64(698.0), np.float64(698.0)]",7,2
652,699,"[np.float64(699.0), np.float64(699.0)]",5,1
653,700,[np.float64(700.0)],25,1
654,701,[np.float64(701.0)],3,2
655,702,[np.float64(702.0)],3,2
656,703,[np.float64(703.0)],3,2
657,704,"[np.float64(704.0), np.float64(704.0)]",44,1
658,710,"[np.float64(710.0), np.float64(710.0)]",48,0
659,711,"[np.float64(711.0), np.float64(711.0)]",56,1
660,712,[np.float64(712.0)],17,1
661,713,[np.float64(713.0)],17,1
662,714,[np.float64(714.0)],17,1
663,715,[np.float64(715.0)],17,1
664,716,[np.float64(716.0)],36,1
665,717,[np.float64(717.0)],63,0
666,718,"[np.float64(718.0), np.float64(718.0)]",33,0
667,719,[np.float64(719.0)],33,0
668,720,[np.float64(720.0)],11,3
669,721,[np.float64(721.0)],11,3
670,722,[np.float64(722.0)],15,0
671,723,"[np.float64(723.0), np.float64(723.0)]",72,0
672,724,[np.float64(724.0)],62,0
673,726,[np.float64(726.0)],22,3
674,727,[np.float64(727.0)],22,3
675,728,"[np.float64(728.0), np.float64(728.0)]",44,3
676,729,[np.float64(729.0)],49,1
677,730,[np.float64(730.0)],17,1
678,731,[np.float64(731.0)],3,2
679,732,[np.float64(732.0)],3,2
680,738,[np.float64(738.0)],11,1
681,739,[np.float64(739.0)],11,1
682,801,"[np.float64(801.0), np.float64(801.0)]",26,2
683,802,[np.float64(802.0)],17,2
